49.3,51
51,52.75
51.25,52
51.5,52.9
52.9,52.9
51.8,51.85
50.05,51.35
50.95,51.7
51.5,51.8
51.9,51.9
51.05,52.5
51.7,52.05
51.9,52.5
52.1,52.2
52.3,54
52,52.4
53,53
53,53.5
52.9,53.1
53,53.5
53,54.2
54.4,54.4
54.05,54.2
54.05,56
55.5,55.5
55.2,56.6
56.6,56.8
56.8,57
56.85,56.85
55.8,56.1
55.95,57
57,57
57,57
55.8,56.5
56.5,56.5
55.65,56
55.8,56
56,56.15
